ZONE,PER,QUANTITY
143,PER27,735
143,PER28,684
143,PER29,652
143,PER30,586
143,PER31,493
143,PER32,450
143,PER33,406
143,PER34,380
143,PER35,339
143,PER36,286
143,PER37,222
143,PER38,157
143,PER39,115
143,PER40,85
143,PER41,54
143,PER42,30
143,PER43,13
143,PER44,8
143,PER45,6
143,PER46,7
143,PER47,4
143,PER48,3
144,PER01,3
144,PER02,6
144,PER03,15
144,PER04,23
144,PER05,47
144,PER06,77
144,PER07,116
144,PER08,166
144,PER09,253
144,PER10,342
144,PER11,414
144,PER12,460
144,PER13,505
144,PER14,516
144,PER15,555
144,PER16,595
144,PER17,651
144,PER18,790
144,PER19,861
144,PER20,919
144,PER21,839
144,PER22,720
144,PER23,668
144,PER24,647
144,PER25,619
144,PER26,599
144,PER27,559
144,PER28,530
144,PER29,525
144,PER30,504
144,PER31,489
144,PER32,521
144,PER33,504
144,PER34,459
144,PER35,410
144,PER36,341
144,PER37,291
144,PER38,200
144,PER39,141
144,PER40,100
144,PER41,57
144,PER42,38
144,PER43,31
144,PER44,21
144,PER45,11
144,PER46,12
144,PER47,8
144,PER48,4
145,PER01,3
145,PER02,9
145,PER03,18
145,PER04,37
145,PER05,53
145,PER06,85
145,PER07,154
145,PER08,261
145,PER09,450
145,PER10,638
145,PER11,812
145,PER12,887
145,PER13,936
145,PER14,976
145,PER15,1030
145,PER16,1049
145,PER17,1082
145,PER18,1167
145,PER19,1255
145,PER20,1241
145,PER21,1195
145,PER22,1160
145,PER23,1122
145,PER24,1088
145,PER25,1042
145,PER26,994
145,PER27,950
145,PER28,834
145,PER29,741
145,PER30,700
145,PER31,623
145,PER32,556
145,PER33,489
145,PER34,423
145,PER35,366
145,PER36,283
145,PER37,194
145,PER38,146
145,PER39,107
145,PER40,70
145,PER41,58
145,PER42,56
145,PER43,33
145,PER44,26
145,PER45,20
145,PER46,12
145,PER47,8
145,PER48,4
146,PER01,14
146,PER02,25
146,PER03,34
146,PER04,72
146,PER05,110
146,PER06,193
146,PER07,351
146,PER08,706
146,PER09,1413
146,PER10,2083
146,PER11,2411
146,PER12,2462
146,PER13,2536
146,PER14,2560
146,PER15,2648
146,PER16,2688
146,PER17,2720
146,PER18,2804
146,PER19,2846
146,PER20,2881
146,PER21,2816
146,PER22,2816
146,PER23,2822
146,PER24,2836
146,PER25,2663
146,PER26,2457
146,PER27,2218
146,PER28,1932
146,PER29,1728
146,PER30,1643
146,PER31,1451
146,PER32,1273
146,PER33,1167
146,PER34,1026
146,PER35,842
146,PER36,671
146,PER37,512
146,PER38,358
146,PER39,266
146,PER40,179
146,PER41,139
146,PER42,110
146,PER43,82
146,PER44,65
146,PER45,45
146,PER46,33
146,PER47,24
146,PER48,14
147,PER01,2
147,PER02,5
147,PER03,13
147,PER04,29
147,PER05,50
147,PER06,76
147,PER07,119
147,PER08,247
147,PER09,383
147,PER10,532
147,PER11,632
147,PER12,677
147,PER13,747
147,PER14,789
147,PER15,841
147,PER16,897
147,PER17,903
147,PER18,964
147,PER19,983
147,PER20,986
147,PER21,970
147,PER22,959
147,PER23,921
147,PER24,891
147,PER25,873
147,PER26,841
147,PER27,787
147,PER28,728
147,PER29,700
147,PER30,716
147,PER31,693
147,PER32,658
147,PER33,631
147,PER34,539
147,PER35,486
147,PER36,418
147,PER37,330
147,PER38,273
147,PER39,194
147,PER40,137
147,PER41,100
147,PER42,73
147,PER43,52
147,PER44,33
147,PER45,25
147,PER46,13
147,PER47,10
147,PER48,4
148,PER01,1
148,PER02,1
148,PER03,2
148,PER04,9
148,PER05,16
148,PER06,29
148,PER07,44
148,PER08,93
148,PER09,161
148,PER10,200
148,PER11,260
148,PER12,296
148,PER13,303
148,PER14,310
148,PER15,326
148,PER16,348
148,PER17,354
148,PER18,360
148,PER19,379
148,PER20,385
148,PER21,343
148,PER22,333
148,PER23,330
148,PER24,318
148,PER25,293
148,PER26,255
148,PER27,246
148,PER28,213
148,PER29,205
148,PER30,199
148,PER31,191
148,PER32,170
148,PER33,157
148,PER34,146
148,PER35,121
148,PER36,97
148,PER37,84
148,PER38,62
148,PER39,36
148,PER40,24
148,PER41,13
148,PER42,13
148,PER43,8
148,PER44,5
148,PER45,2
148,PER46,2
148,PER47,1
148,PER48,2
149,PER01,2
149,PER02,4
149,PER03,5
149,PER04,4
149,PER05,5
149,PER06,4
149,PER07,8
149,PER08,25
149,PER09,45
149,PER10,53
149,PER11,59
149,PER12,71
149,PER13,70
149,PER14,73
149,PER15,85
149,PER16,89
149,PER17,91
149,PER18,107
149,PER19,113
149,PER20,117
149,PER21,102
149,PER22,88
149,PER23,89
149,PER24,86
149,PER25,76
149,PER26,64
149,PER27,67
149,PER28,57
149,PER29,55
149,PER30,64
149,PER31,68
149,PER32,82
149,PER33,76
149,PER34,64
149,PER35,48
149,PER36,41
149,PER37,31
149,PER38,27
149,PER39,19
149,PER40,15
149,PER41,10
149,PER42,9
149,PER43,8
149,PER44,4
149,PER45,4
149,PER46,1
149,PER47,1
149,PER48,NULL
150,PER01,4
150,PER02,4
150,PER03,11
150,PER04,29
150,PER05,71
150,PER06,129
150,PER07,223
150,PER08,404
150,PER09,692
150,PER10,991
150,PER11,1133
150,PER12,1185
150,PER13,1238
150,PER14,1289
150,PER15,1356
150,PER16,1394
150,PER17,1394
150,PER18,1476
150,PER19,1512
150,PER20,1482
150,PER21,1438
150,PER22,1419
150,PER23,1389
150,PER24,1386
150,PER25,1325
150,PER26,1315
150,PER27,1272
150,PER28,1155
150,PER29,1135
150,PER30,1016
150,PER31,933
150,PER32,805
150,PER33,726
150,PER34,639
150,PER35,539
150,PER36,424
150,PER37,342
150,PER38,267
150,PER39,188
150,PER40,125
150,PER41,106
150,PER42,77
150,PER43,44
150,PER44,33
150,PER45,24
150,PER46,12
150,PER47,6
150,PER48,3
151,PER01,NULL
151,PER02,2
151,PER03,8
151,PER04,24
151,PER05,37
151,PER06,62
151,PER07,93
151,PER08,144
151,PER09,215
151,PER10,283
151,PER11,341
151,PER12,376
151,PER13,410
151,PER14,440
151,PER15,470
151,PER16,497
151,PER17,531
151,PER18,577
151,PER19,635
151,PER20,663
151,PER21,648
151,PER22,614
151,PER23,577
151,PER24,549
151,PER25,525
151,PER26,506
151,PER27,498
151,PER28,464
151,PER29,448
151,PER30,403
151,PER31,361
151,PER32,323
151,PER33,299
151,PER34,257
151,PER35,225
151,PER36,179
151,PER37,133
151,PER38,90
151,PER39,60
151,PER40,45
151,PER41,23
151,PER42,21
151,PER43,14
151,PER44,6
151,PER45,4
151,PER46,8
151,PER47,2
151,PER48,1
152,PER01,1
152,PER02,4
152,PER03,10
152,PER04,15
152,PER05,27
152,PER06,40
152,PER07,81
152,PER08,203
152,PER09,440
152,PER10,649
152,PER11,754
152,PER12,764
152,PER13,798
152,PER14,803
152,PER15,811
152,PER16,819
152,PER17,835
152,PER18,838
152,PER19,843
152,PER20,842
152,PER21,836
152,PER22,841
152,PER23,846
152,PER24,863
152,PER25,818
152,PER26,742
152,PER27,656
152,PER28,562
152,PER29,504
152,PER30,457
152,PER31,424
152,PER32,380
152,PER33,347
152,PER34,304
152,PER35,246
152,PER36,214
152,PER37,157
152,PER38,117
152,PER39,99
152,PER40,88
152,PER41,61
152,PER42,50
152,PER43,27
152,PER44,22
152,PER45,16
152,PER46,13
152,PER47,12
152,PER48,6
153,PER01,NULL
153,PER02,NULL
153,PER03,1
153,PER04,1
153,PER05,3
153,PER06,5
153,PER07,12
153,PER08,31
153,PER09,58
153,PER10,101
153,PER11,123
153,PER12,122
153,PER13,128
153,PER14,136
153,PER15,144
153,PER16,149
153,PER17,157
153,PER18,172
153,PER19,181
153,PER20,182
153,PER21,164
153,PER22,156
153,PER23,164
153,PER24,150
153,PER25,145
153,PER26,150
153,PER27,132
153,PER28,116
153,PER29,115
153,PER30,109
153,PER31,105
153,PER32,105
153,PER33,96
153,PER34,86
153,PER35,71
153,PER36,57
153,PER37,38
153,PER38,30
153,PER39,21
153,PER40,18
153,PER41,16
153,PER42,12
153,PER43,9
153,PER44,5
153,PER45,5
153,PER46,4
153,PER47,4
153,PER48,1
154,PER01,4
154,PER02,14
154,PER03,19
154,PER04,27
154,PER05,57
154,PER06,101
154,PER07,178
154,PER08,321
154,PER09,584
154,PER10,915
154,PER11,1021
154,PER12,1065
154,PER13,1096
154,PER14,1136
154,PER15,1156
154,PER16,1195
154,PER17,1225
154,PER18,1263
154,PER19,1315
154,PER20,1344
154,PER21,1320
154,PER22,1269
154,PER23,1272
154,PER24,1273
154,PER25,1198
154,PER26,1119
154,PER27,978
154,PER28,871
154,PER29,849
154,PER30,767
154,PER31,671
154,PER32,631
154,PER33,573
154,PER34,542
154,PER35,441
154,PER36,369
154,PER37,270
154,PER38,190
154,PER39,130
154,PER40,93
154,PER41,66
154,PER42,45
154,PER43,37
154,PER44,24
154,PER45,26
154,PER46,21
154,PER47,12
154,PER48,7
155,PER01,3
155,PER02,10
155,PER03,18
155,PER04,31
155,PER05,50
155,PER06,90
155,PER07,179
155,PER08,265
155,PER09,433
155,PER10,590
155,PER11,652
155,PER12,679
155,PER13,704
155,PER14,709
155,PER15,719
155,PER16,743
155,PER17,781
155,PER18,841
155,PER19,841
155,PER20,853
155,PER21,854
155,PER22,798
155,PER23,813
155,PER24,817
155,PER25,770
155,PER26,733
155,PER27,695
155,PER28,675
155,PER29,627
155,PER30,601
155,PER31,537
155,PER32,499
155,PER33,441
155,PER34,393
155,PER35,331
155,PER36,246
155,PER37,194
155,PER38,118
155,PER39,95
155,PER40,72
155,PER41,48
155,PER42,26
155,PER43,19
155,PER44,11
155,PER45,11
155,PER46,11
155,PER47,10
155,PER48,5
156,PER01,8
156,PER02,16
156,PER03,18
156,PER04,26
156,PER05,41
156,PER06,69
156,PER07,96
156,PER08,219
156,PER09,479
156,PER10,767
156,PER11,927
156,PER12,995
156,PER13,1060
156,PER14,1100
156,PER15,1124
156,PER16,1146
156,PER17,1169
156,PER18,1218
156,PER19,1262
156,PER20,1258
156,PER21,1224
156,PER22,1170
156,PER23,1146
156,PER24,1129
156,PER25,1013
156,PER26,919
156,PER27,830
156,PER28,713
156,PER29,662
156,PER30,662
156,PER31,587
156,PER32,581
156,PER33,530
156,PER34,478
156,PER35,389
156,PER36,308
156,PER37,258
156,PER38,194
156,PER39,128
156,PER40,81
156,PER41,61
156,PER42,50
156,PER43,44
156,PER44,34
156,PER45,25
156,PER46,12
156,PER47,10
156,PER48,6
157,PER01,NULL
157,PER02,8
157,PER03,11
157,PER04,17
157,PER05,33
157,PER06,54
157,PER07,98
157,PER08,155
157,PER09,233
157,PER10,326
157,PER11,395
157,PER12,446
157,PER13,466
157,PER14,501
157,PER15,530
157,PER16,535
157,PER17,572
157,PER18,608
157,PER19,627
157,PER20,650
157,PER21,623
157,PER22,600
157,PER23,575
157,PER24,547
157,PER25,518
157,PER26,510
157,PER27,499
157,PER28,446
157,PER29,426
157,PER30,409
157,PER31,366
157,PER32,329
157,PER33,308
157,PER34,242
157,PER35,200
157,PER36,143
157,PER37,100
157,PER38,81
157,PER39,57
157,PER40,35
157,PER41,20
157,PER42,14
157,PER43,9
157,PER44,7
157,PER45,4
157,PER46,4
157,PER47,4
157,PER48,NULL
158,PER06,6
158,PER07,10
158,PER08,10
158,PER09,15
158,PER10,15
158,PER11,15
158,PER12,16
158,PER13,19
158,PER14,22
158,PER15,18
158,PER16,23
158,PER17,30
158,PER18,51
158,PER19,82
158,PER20,86
158,PER21,71
158,PER22,48
158,PER23,36
158,PER24,24
158,PER25,23
158,PER26,20
158,PER27,23
158,PER28,18
158,PER29,18
158,PER30,26
158,PER31,30
158,PER32,31
158,PER33,28
158,PER34,24
158,PER35,24
158,PER36,11
158,PER37,10
158,PER38,7
158,PER39,6
158,PER40,3
158,PER41,2
158,PER42,1
158,PER43,1
158,PER47,1
158,PER48,1
159,PER01,2
159,PER02,6
159,PER03,7
159,PER04,12
159,PER05,23
159,PER06,39
159,PER07,65
159,PER08,128
159,PER09,267
159,PER10,408
159,PER11,483
159,PER12,501
159,PER13,503
159,PER14,513
159,PER15,523
159,PER16,533
159,PER17,555
159,PER18,593
159,PER19,623
159,PER20,632
159,PER21,595
159,PER22,566
159,PER23,562
159,PER24,543
159,PER25,476
159,PER26,461
159,PER27,403
159,PER28,342
159,PER29,294
159,PER30,266
159,PER31,238
159,PER32,213
159,PER33,193
159,PER34,154
159,PER35,112
159,PER36,93
159,PER37,71
159,PER38,47
159,PER39,36
159,PER40,29
159,PER41,19
159,PER42,13
159,PER43,10
159,PER44,10
159,PER45,10
159,PER46,7
159,PER47,6
159,PER48,3
160,PER01,1
160,PER02,2
160,PER03,6
160,PER04,7
160,PER05,17
160,PER06,23
160,PER07,38
160,PER08,62
160,PER09,90
160,PER10,128
160,PER11,148
160,PER12,158
160,PER13,170
160,PER14,181
160,PER15,181
160,PER16,184
160,PER17,186
160,PER18,183
160,PER19,177
160,PER20,180
160,PER21,190
160,PER22,185
160,PER23,190
160,PER24,189
160,PER25,190
160,PER26,176
160,PER27,172
160,PER28,161
160,PER29,148
160,PER30,131
160,PER31,109
160,PER32,89
160,PER33,73
160,PER34,55
160,PER35,43
160,PER36,33
160,PER37,31
160,PER38,24
160,PER39,18
160,PER40,12
160,PER41,8
160,PER42,6
160,PER43,3
160,PER44,1
160,PER45,NULL
160,PER46,NULL
160,PER47,NULL
160,PER48,NULL
161,PER01,5
161,PER02,12
161,PER03,20
161,PER04,38
161,PER05,83
161,PER06,145
161,PER07,231
161,PER08,419
161,PER09,650
161,PER10,837
161,PER11,995
161,PER12,1104
161,PER13,1168
161,PER14,1208
161,PER15,1256
161,PER16,1259
161,PER17,1288
161,PER18,1352
161,PER19,1350
161,PER20,1356
161,PER21,1364
161,PER22,1338
161,PER23,1328
161,PER24,1291
161,PER25,1257
161,PER26,1209
161,PER27,1150
161,PER28,1070
161,PER29,969
161,PER30,860
161,PER31,701
161,PER32,591
161,PER33,502
161,PER34,394
161,PER35,323
161,PER36,270
161,PER37,200
161,PER38,147
161,PER39,115
161,PER40,91
161,PER41,54
161,PER42,36
161,PER43,26
161,PER44,20
161,PER45,15
161,PER46,11
161,PER47,6
161,PER48,3
162,PER01,1
162,PER02,3
162,PER03,6
162,PER04,13
162,PER05,24
162,PER06,45
162,PER07,86
162,PER08,149
162,PER09,239
162,PER10,357
162,PER11,436
162,PER12,491
162,PER13,537
162,PER14,546
162,PER15,605
162,PER16,661
162,PER17,699
162,PER18,824
162,PER19,868
162,PER20,841
162,PER21,799
162,PER22,753
162,PER23,694
162,PER24,682
162,PER25,686
162,PER26,662
162,PER27,610
162,PER28,573
162,PER29,569
162,PER30,548
162,PER31,517
162,PER32,456
162,PER33,441
162,PER34,388
162,PER35,348
162,PER36,299
162,PER37,242
162,PER38,176
162,PER39,128
162,PER40,77
162,PER41,50
162,PER42,37
162,PER43,25
162,PER44,20
162,PER45,12
162,PER46,11
162,PER47,9
162,PER48,6
163,PER01,3
163,PER02,6
163,PER03,15
163,PER04,30
163,PER05,90
163,PER06,143
163,PER07,220
163,PER08,337
163,PER09,531
163,PER10,753
163,PER11,934
163,PER12,1006
163,PER13,1072
163,PER14,1155
163,PER15,1209
163,PER16,1249
163,PER17,1318
163,PER18,1383
163,PER19,1487
163,PER20,1477
163,PER21,1387
163,PER22,1369
163,PER23,1367
163,PER24,1305
163,PER25,1206
163,PER26,1183
163,PER27,1118
163,PER28,1047
163,PER29,946
163,PER30,876
163,PER31,760
163,PER32,690
163,PER33,578
163,PER34,456
163,PER35,386
163,PER36,328
163,PER37,266
163,PER38,168
163,PER39,112
163,PER40,82
163,PER41,81
163,PER42,61
163,PER43,31
163,PER44,24
163,PER45,24
163,PER46,22
163,PER47,17
163,PER48,9
164,PER01,1
164,PER02,3
164,PER03,4
164,PER04,12
164,PER05,28
164,PER06,58
164,PER07,94
164,PER08,153
164,PER09,245
164,PER10,320
164,PER11,373
164,PER12,418
164,PER13,472
164,PER14,504
164,PER15,521
164,PER16,541
164,PER17,589
164,PER18,686
164,PER19,707
164,PER20,739
164,PER21,680
164,PER22,628
164,PER23,612
164,PER24,567
164,PER25,535
164,PER26,502
164,PER27,479
164,PER28,451
164,PER29,421
164,PER30,385
164,PER31,359
164,PER32,317
164,PER33,276
164,PER34,214
164,PER35,173
164,PER36,143
164,PER37,112
164,PER38,92
164,PER39,64
164,PER40,50
164,PER41,32
164,PER42,31
164,PER43,23
164,PER44,17
164,PER45,11
164,PER46,5
164,PER47,4
164,PER48,2
165,PER01,NULL
165,PER02,1
165,PER03,5
165,PER04,10
165,PER05,28
165,PER06,47
165,PER07,98
165,PER08,150
165,PER09,268
165,PER10,365
165,PER11,405
165,PER12,430
165,PER13,453
165,PER14,461
165,PER15,470
165,PER16,477
165,PER17,515
165,PER18,567
165,PER19,648
165,PER20,648
165,PER21,611
165,PER22,564
165,PER23,543
165,PER24,557
165,PER25,536
165,PER26,524
165,PER27,518
165,PER28,477
165,PER29,455
165,PER30,442
165,PER31,388
165,PER32,340
165,PER33,309
165,PER34,264
165,PER35,218
165,PER36,159
165,PER37,113
165,PER38,85
165,PER39,55
165,PER40,41
165,PER41,38
165,PER42,29
165,PER43,24
165,PER44,8
165,PER45,4
165,PER46,4
165,PER47,2
165,PER48,1
166,PER01,4
166,PER02,12
166,PER03,20
166,PER04,36
166,PER05,81
166,PER06,141
166,PER07,219
166,PER08,311
166,PER09,491
166,PER10,647
166,PER11,792
166,PER12,892
166,PER13,946
166,PER14,994
166,PER15,1026
166,PER16,1063
166,PER17,1096
166,PER18,1215
166,PER19,1264
166,PER20,1292
166,PER21,1262
166,PER22,1197
166,PER23,1149
166,PER24,1140
166,PER25,1101
166,PER26,1073
166,PER27,1097
166,PER28,1020
166,PER29,1041
166,PER30,1014
166,PER31,985
166,PER32,990
166,PER33,905
166,PER34,864
166,PER35,744
166,PER36,607
166,PER37,498
166,PER38,356
166,PER39,247
166,PER40,153
166,PER41,115
166,PER42,78
166,PER43,65
166,PER44,57
166,PER45,27
166,PER46,13
166,PER47,8
166,PER48,4
167,PER01,4
167,PER02,6
167,PER03,14
167,PER04,26
167,PER05,45
167,PER06,61
167,PER07,95
167,PER08,183
167,PER09,289
167,PER10,390
167,PER11,487
167,PER12,535
167,PER13,588
167,PER14,630
167,PER15,655
167,PER16,689
167,PER17,747
167,PER18,828
167,PER19,846
167,PER20,881
167,PER21,863
167,PER22,804
167,PER23,770
167,PER24,735
167,PER25,699
167,PER26,700
167,PER27,688
167,PER28,654
167,PER29,614
167,PER30,637
167,PER31,611
167,PER32,563
167,PER33,584
167,PER34,521
167,PER35,460
167,PER36,365
167,PER37,253
167,PER38,178
167,PER39,132
167,PER40,98
167,PER41,61
167,PER42,39
167,PER43,31
167,PER44,28
167,PER45,16
167,PER46,14
167,PER47,9
167,PER48,7
168,PER01,8
168,PER02,16
168,PER03,24
168,PER04,52
168,PER05,82
168,PER06,149
168,PER07,242
168,PER08,420
168,PER09,768
168,PER10,1086
168,PER11,1254
168,PER12,1256
168,PER13,1266
168,PER14,1253
168,PER15,1274
168,PER16,1298
168,PER17,1326
168,PER18,1384
168,PER19,1381
168,PER20,1356
168,PER21,1369
168,PER22,1317
168,PER23,1316
168,PER24,1367
168,PER25,1304
168,PER26,1236
168,PER27,1136
168,PER28,1060
168,PER29,970
168,PER30,898
168,PER31,834
168,PER32,773
168,PER33,715
168,PER34,635
168,PER35,559
168,PER36,463
168,PER37,342
168,PER38,250
168,PER39,203
168,PER40,150
168,PER41,103
168,PER42,75
168,PER43,58
168,PER44,32
168,PER45,26
168,PER46,17
168,PER47,15
168,PER48,6
169,PER01,3
169,PER02,6
169,PER03,8
169,PER04,18
169,PER05,36
169,PER06,61
169,PER07,104
169,PER08,173
169,PER09,383
169,PER10,588
169,PER11,693
169,PER12,749
169,PER13,788
169,PER14,809
169,PER15,824
169,PER16,830
169,PER17,837
169,PER18,888
169,PER19,894
169,PER20,901
169,PER21,885
169,PER22,842
169,PER23,833
169,PER24,818
169,PER25,740
169,PER26,705
169,PER27,620
169,PER28,535
169,PER29,485
169,PER30,461
169,PER31,435
169,PER32,394
169,PER33,364
169,PER34,309
169,PER35,277
169,PER36,226
169,PER37,179
169,PER38,131
169,PER39,90
169,PER40,53
169,PER41,41
169,PER42,30
169,PER43,21
169,PER44,10
169,PER45,9
169,PER46,9
169,PER47,9
169,PER48,6
170,PER01,21
170,PER02,60
170,PER03,91
170,PER04,147
170,PER05,264
170,PER06,511
170,PER07,855
170,PER08,1501
170,PER09,2486
170,PER10,3650
170,PER11,4270
170,PER12,4483
170,PER13,4774
170,PER14,4968
170,PER15,5232
170,PER16,5367
170,PER17,5457
170,PER18,5616
170,PER19,5568
170,PER20,5545
170,PER21,5624
170,PER22,5632
170,PER23,5670
170,PER24,5563
170,PER25,5380
170,PER26,5164
170,PER27,4816
170,PER28,4489
170,PER29,4144
170,PER30,3923
170,PER31,3654
170,PER32,3385
170,PER33,3208
170,PER34,2794
170,PER35,2365
170,PER36,1938
170,PER37,1449
170,PER38,1042
170,PER39,761
170,PER40,485
170,PER41,366
170,PER42,280
170,PER43,246
170,PER44,196
170,PER45,143
170,PER46,112
170,PER47,66
170,PER48,43
171,PER01,21
171,PER02,47
171,PER03,92
171,PER04,137
171,PER05,301
171,PER06,530
171,PER07,949
171,PER08,1547
171,PER09,2410
171,PER10,3190
171,PER11,3657
171,PER12,3865
171,PER13,4029
171,PER14,4142
171,PER15,4218
171,PER16,4302
171,PER17,4348
171,PER18,4427
171,PER19,4389
171,PER20,4338
171,PER21,4417
171,PER22,4430
171,PER23,4396
171,PER24,4390
171,PER25,4216
171,PER26,4097
171,PER27,3839
171,PER28,3517
171,PER29,3193
171,PER30,2820
171,PER31,2415
171,PER32,1945
171,PER33,1586
171,PER34,1277
171,PER35,1025
171,PER36,827
171,PER37,660
171,PER38,482
171,PER39,343
171,PER40,242
171,PER41,183
171,PER42,125
171,PER43,90
171,PER44,63
171,PER45,50
171,PER46,40
171,PER47,33
171,PER48,22
172,PER01,3
172,PER02,14
172,PER03,21
172,PER04,43
172,PER05,87
172,PER06,172
172,PER07,303
172,PER08,513
172,PER09,830
172,PER10,1067
172,PER11,1252
172,PER12,1389
172,PER13,1443
172,PER14,1506
172,PER15,1562
172,PER16,1601
172,PER17,1655
172,PER18,1759
172,PER19,1809
172,PER20,1817
172,PER21,1805
172,PER22,1785
172,PER23,1727
172,PER24,1653
172,PER25,1638
172,PER26,1570
172,PER27,1471
172,PER28,1369
172,PER29,1221
172,PER30,1021
172,PER31,823
172,PER32,623
172,PER33,461
172,PER34,359
172,PER35,266
172,PER36,218
172,PER37,172
172,PER38,120
172,PER39,97
172,PER40,72
172,PER41,63
172,PER42,44
172,PER43,30
172,PER44,20
172,PER45,13
172,PER46,9
172,PER47,8
172,PER48,5
173,PER01,6
173,PER02,13
173,PER03,17
173,PER04,49
173,PER05,102
173,PER06,187
173,PER07,304
173,PER08,502
173,PER09,759
173,PER10,1032
173,PER11,1233
173,PER12,1399
173,PER13,1525
173,PER14,1585
173,PER15,1659
173,PER16,1726
173,PER17,1751
173,PER18,1814
173,PER19,1825
173,PER20,1822
173,PER21,1854
173,PER22,1799
173,PER23,1772
173,PER24,1720
173,PER25,1674
173,PER26,1625
173,PER27,1551
173,PER28,1449
173,PER29,1365
173,PER30,1314
173,PER31,1219
173,PER32,1123
173,PER33,1066
173,PER34,947
173,PER35,813
173,PER36,641
173,PER37,478
173,PER38,376
173,PER39,267
173,PER40,202
173,PER41,125
173,PER42,77
173,PER43,71
173,PER44,51
173,PER45,34
173,PER46,22
173,PER47,14
173,PER48,7
174,PER01,25
174,PER02,21
174,PER03,32
174,PER04,49
174,PER05,89
174,PER06,188
174,PER07,324
174,PER08,623
174,PER09,1151
174,PER10,1671
174,PER11,1917
174,PER12,1970
174,PER13,2060
174,PER14,2134
174,PER15,2263
174,PER16,2311
174,PER17,2351
174,PER18,2465
174,PER19,2442
174,PER20,2447
174,PER21,2405
174,PER22,2358
174,PER23,2397
174,PER24,2447
174,PER25,2376
174,PER26,2227
174,PER27,2050
174,PER28,1858
174,PER29,1736
174,PER30,1614
174,PER31,1507
174,PER32,1404
174,PER33,1275
174,PER34,1163
174,PER35,982
174,PER36,783
174,PER37,571
174,PER38,415
174,PER39,336
174,PER40,232
174,PER41,162
174,PER42,133
174,PER43,113
174,PER44,63
174,PER45,42
174,PER46,37
174,PER47,26
174,PER48,14
175,PER01,2
175,PER02,4
175,PER03,6
175,PER04,8
175,PER05,13
175,PER06,21
175,PER07,35
175,PER08,71
175,PER09,126
175,PER10,209
175,PER11,241
175,PER12,246
175,PER13,246
175,PER14,248
175,PER15,266
175,PER16,288
175,PER17,301
175,PER18,330
175,PER19,352
175,PER20,368
175,PER21,335
175,PER22,325
175,PER23,311
175,PER24,303
175,PER25,283
175,PER26,280
175,PER27,250
175,PER28,234
175,PER29,233
175,PER30,259
175,PER31,255
175,PER32,243
175,PER33,250
175,PER34,217
175,PER35,195
175,PER36,166
175,PER37,135
175,PER38,100
175,PER39,66
175,PER40,30
175,PER41,25
175,PER42,20
175,PER43,13
175,PER44,12
175,PER45,10
175,PER46,5
175,PER47,1
175,PER48,NULL
176,PER01,4
176,PER02,12
176,PER03,11
176,PER04,33
176,PER05,58
176,PER06,113
176,PER07,209
176,PER08,437
176,PER09,901
176,PER10,1328
176,PER11,1512
176,PER12,1571
176,PER13,1593
176,PER14,1614
176,PER15,1636
176,PER16,1647
176,PER17,1641
176,PER18,1668
176,PER19,1665
176,PER20,1671
176,PER21,1670
176,PER22,1700
176,PER23,1733
176,PER24,1744
176,PER25,1581
176,PER26,1518
176,PER27,1381
176,PER28,1214
176,PER29,1121
176,PER30,1073
176,PER31,1029
176,PER32,1005
176,PER33,920
176,PER34,821
176,PER35,730
176,PER36,560
176,PER37,398
176,PER38,304
176,PER39,199
176,PER40,143
176,PER41,106
176,PER42,70
176,PER43,47
176,PER44,36
176,PER45,30
176,PER46,23
176,PER47,12
176,PER48,9
177,PER01,1
177,PER02,12
177,PER03,19
177,PER04,31
177,PER05,56
177,PER06,82
177,PER07,149
177,PER08,313
177,PER09,660
177,PER10,980
177,PER11,1106
177,PER12,1143
177,PER13,1166
177,PER14,1208
177,PER15,1237
177,PER16,1240
177,PER17,1265
177,PER18,1313
177,PER19,1332
177,PER20,1304
177,PER21,1302
177,PER22,1307
177,PER23,1307
177,PER24,1310
177,PER25,1200
177,PER26,1107
177,PER27,987
177,PER28,868
177,PER29,808
177,PER30,785
177,PER31,746
177,PER32,655
177,PER33,574
177,PER34,481
177,PER35,398
177,PER36,332
177,PER37,241
177,PER38,169
177,PER39,131
177,PER40,91
177,PER41,67
177,PER42,50
177,PER43,27
177,PER44,22
177,PER45,21
177,PER46,16
177,PER47,11
177,PER48,8
178,PER01,1
178,PER02,6
178,PER03,13
178,PER04,23
178,PER05,33
178,PER06,63
178,PER07,89
178,PER08,157
178,PER09,246
178,PER10,384
178,PER11,468
178,PER12,524
178,PER13,564
178,PER14,595
178,PER15,621
178,PER16,630
178,PER17,688
178,PER18,730
178,PER19,803
178,PER20,783
178,PER21,764
178,PER22,732
178,PER23,682
178,PER24,654
178,PER25,624
178,PER26,623
178,PER27,597
178,PER28,559
178,PER29,532
178,PER30,469
178,PER31,430
178,PER32,440
178,PER33,442
178,PER34,374
178,PER35,342
178,PER36,278
178,PER37,230
178,PER38,173
178,PER39,129
178,PER40,84
178,PER41,56
178,PER42,31
178,PER43,23
178,PER44,22
178,PER45,20
178,PER46,12
178,PER47,9
178,PER48,6
179,PER01,1
179,PER02,2
179,PER03,3
179,PER04,5
179,PER05,6
179,PER06,6
179,PER07,12
179,PER08,27
179,PER09,49
179,PER10,64
