FROM,TO,Work trips SOV,Work trips HOV,Work trips Transit,Non-work SOV,Non-work HOV,Non-work Transit,All SOV,All HOV,All Transit,Work trips All,Non-work All,All Trips
NFulton,NRockdale,87,15,0,25,26,0,112,41,0,102,51,153
NFulton,NBarrow,321,44,0,47,66,0,368,110,0,365,113,478
NFulton,SBarrow,164,31,0,41,81,0,205,112,0,195,122,317
NFulton,NWBartow,41,6,0,14,36,0,55,42,0,47,50,97
NFulton,NEBartow,83,15,0,31,65,0,114,80,0,98,96,194
NFulton,SWBartow,51,11,0,28,65,0,79,76,0,62,93,155
NFulton,Cartersville,216,38,0,52,114,1,268,152,1,254,167,421
NFulton,NECarroll,10,3,0,4,1,0,14,4,0,13,5,18
NFulton,WCarroll,0,0,0,0,4,0,0,4,0,0,4,4
NFulton,CentralCarroll,5,0,0,1,1,0,6,1,0,5,2,7
NFulton,SECarroll,0,0,0,0,0,0,0,0,0,0,0,0
NFulton,WCoweta,2,0,0,2,0,0,4,0,0,2,2,4
NFulton,NCoweta,25,3,0,8,6,0,33,9,0,28,14,42
NFulton,SCoweta,1,0,0,0,0,0,1,0,0,1,0,1
NFulton,SECoweta,5,0,0,1,1,0,6,1,0,5,2,7
NFulton,NForsyth,2448,443,2,499,1397,1,2947,1840,3,2893,1897,4790
NFulton,Cumming,9617,1723,16,4230,11282,30,13847,13005,46,11356,15542,26898
NFulton,SForsyth,13898,2604,41,14877,30483,82,28775,33087,123,16543,45442,61985
NFulton,NHall,239,34,0,59,163,0,298,197,0,273,222,495
NFulton,Gainesville,696,152,0,102,254,0,798,406,0,848,356,1204
NFulton,SHall,836,141,0,159,358,0,995,499,0,977,517,1494
NFulton,WNewton,82,17,0,18,22,0,100,39,0,99,40,139
NFulton,ENewton,8,0,0,2,5,0,10,5,0,8,7,15
NFulton,NPaulding,118,23,0,28,56,0,146,79,0,141,84,225
NFulton,WPaulding,19,5,0,9,9,0,28,14,0,24,18,42
NFulton,EPaulding,236,40,0,43,105,0,279,145,0,276,148,424
NFulton,NSpalding,6,0,0,0,1,0,6,1,0,6,1,7
NFulton,SSpalding,0,0,0,0,0,0,0,0,0,0,0,0
NFulton,WWalton,191,26,0,34,99,0,225,125,0,217,133,350
NFulton,EWalton,96,16,0,31,36,0,127,52,0,112,67,179
Roswell,NFulton,17552,3399,179,21036,45646,305,38588,49045,484,21130,66987,88117
Roswell,Roswell,27313,5040,197,53793,104004,344,81106,109044,541,32550,158141,190691
Roswell,SandySprings,7326,1294,226,5975,13352,258,13301,14646,484,8846,19585,28431
Roswell,Buckhead,2318,382,279,457,1406,59,2775,1788,338,2979,1922,4901
Roswell,NWAtlanta,315,63,30,51,130,4,366,193,34,408,185,593
Roswell,NEAtlanta,1173,234,279,224,690,120,1397,924,399,1686,1034,2720
Roswell,SWAtlanta,212,43,23,60,158,13,272,201,36,278,231,509
Roswell,CBDAtlanta,772,176,655,104,306,141,876,482,796,1603,551,2154
Roswell,SEAtlanta,197,53,16,34,64,10,231,117,26,266,108,374
Roswell,SFulton,69,9,0,21,31,0,90,40,0,78,52,130
Roswell,Tri-Cities,219,57,22,24,53,6,243,110,28,298,83,381
Roswell,Shannon,70,15,6,13,32,0,83,47,6,91,45,136
Roswell,WCherokee,158,30,0,42,132,0,200,162,0,188,174,362
Roswell,NCherokee,88,21,0,33,92,0,121,113,0,109,125,234
Roswell,ECentCherokee,1892,348,2,939,2670,1,2831,3018,3,2242,3610,5852
Roswell,Woodstock,2330,432,2,1406,3596,4,3736,4028,6,2764,5006,7770
Roswell,Airport,77,15,43,6,9,0,83,24,43,135,15,150
Roswell,NEClayton,119,32,1,22,73,0,141,105,1,152,95,247
Roswell,Riverdale,61,21,2,19,35,0,80,56,2,84,54,138
Roswell,SClayton,54,11,1,9,26,0,63,37,1,66,35,101
Roswell,NWCobb,1261,262,2,453,1094,27,1714,1356,29,1525,1574,3099
Roswell,NECobb,6063,1095,8,6395,15794,12,12458,16889,20,7166,22201,29367
Roswell,SWCobb,209,41,1,57,80,0,266,121,1,251,137,388
Roswell,Marietta,827,153,4,393,846,29,1220,999,33,984,1268,2252
Roswell,Cumberland,1777,307,20,496,1155,17,2273,1462,37,2104,1668,3772
Roswell,SCobb,273,54,2,102,207,2,375,261,4,329,311,640
Roswell,Chamblee,3894,699,115,2305,6340,48,6199,7039,163,4708,8693,13401
Roswell,NWDeKalb,847,153,42,224,568,28,1071,721,70,1042,820,1862
Roswell,NEDeKalb,1012,203,7,453,1052,12,1465,1255,19,1222,1517,2739
Roswell,Atlanta-DeKalb,99,11,5,20,86,1,119,97,6,115,107,222
Roswell,Decatur,100,15,13,20,29,8,120,44,21,128,57,185
Roswell,SWDeKalb,192,44,11,36,87,2,228,131,13,247,125,372
Roswell,SEDeKalb,205,29,6,54,118,2,259,147,8,240,174,414
Roswell,SDeKalb,155,22,3,34,49,1,189,71,4,180,84,264
Roswell,WDouglas,44,5,0,7,24,0,51,29,0,49,31,80
Roswell,EDouglas,78,22,1,20,29,0,98,51,1,101,49,150
Roswell,WFayette,16,5,0,6,19,0,22,24,0,21,25,46
Roswell,EFayette,24,4,0,5,30,0,29,34,0,28,35,63
Roswell,NGwinnett,990,186,0,270,674,2,1260,860,2,1176,946,2122
Roswell,CentGwinnett,2307,431,1,1099,2818,6,3406,3249,7,2739,3923,6662
Roswell,EGwinnett,276,43,0,62,116,0,338,159,0,319,178,497
Roswell,Norcross,5065,939,22,3989,9587,16,9054,10526,38,6026,13592,19618
Roswell,Lilburn,454,76,1,209,569,2,663,645,3,531,780,1311
Roswell,Snellville,282,66,0,80,133,2,362,199,2,348,215,563
Roswell,NHenry,50,16,0,11,19,0,61,35,0,66,30,96
Roswell,EHenry,25,2,0,7,34,0,32,36,0,27,41,68
Roswell,SHenry,34,3,1,9,20,0,43,23,1,38,29,67
Roswell,SRockdale,33,6,0,9,11,0,42,17,0,39,20,59
Roswell,NRockdale,53,8,1,14,75,0,67,83,1,62,89,151
Roswell,NBarrow,67,14,0,15,49,0,82,63,0,81,64,145
Roswell,SBarrow,75,9,0,12,30,0,87,39,0,84,42,126
Roswell,NWBartow,24,6,0,10,13,0,34,19,0,30,23,53
Roswell,NEBartow,26,5,0,22,34,0,48,39,0,31,56,87
Roswell,SWBartow,47,9,0,24,41,0,71,50,0,56,65,121
Roswell,Cartersville,164,32,1,42,154,0,206,186,1,197,196,393
Roswell,NECarroll,18,3,0,0,7,0,18,10,0,21,7,28
Roswell,WCarroll,1,0,0,0,0,0,1,0,0,1,0,1
Roswell,CentralCarroll,0,1,0,0,5,0,0,6,0,1,5,6
Roswell,SECarroll,0,0,0,0,0,0,0,0,0,0,0,0
Roswell,WCoweta,3,1,0,0,0,0,3,1,0,4,0,4
Roswell,NCoweta,9,5,0,6,2,0,15,7,0,14,8,22
Roswell,SCoweta,0,0,0,1,0,0,1,0,0,0,1,1
Roswell,SECoweta,2,0,0,1,1,0,3,1,0,2,2,4
Roswell,NForsyth,603,92,0,137,325,1,740,417,1,695,463,1158
Roswell,Cumming,1955,404,1,530,1706,3,2485,2110,4,2360,2239,4599
Roswell,SForsyth,1965,377,1,982,2896,9,2947,3273,10,2343,3887,6230
Roswell,NHall,64,7,0,19,55,0,83,62,0,71,74,145
Roswell,Gainesville,152,34,0,37,41,0,189,75,0,186,78,264
Roswell,SHall,178,26,0,36,97,0,214,123,0,204,133,337
Roswell,WNewton,41,5,0,16,37,0,57,42,0,46,53,99
Roswell,ENewton,3,0,0,1,0,0,4,0,0,3,1,4
Roswell,NPaulding,100,22,0,19,38,0,119,60,0,122,57,179
Roswell,WPaulding,29,2,0,8,18,0,37,20,0,31,26,57
Roswell,EPaulding,189,39,0,32,73,0,221,112,0,228,105,333
Roswell,NSpalding,6,2,0,2,1,0,8,3,0,8,3,11
Roswell,SSpalding,2,0,0,2,5,0,4,5,0,2,7,9
Roswell,WWalton,74,14,1,18,69,0,92,83,1,89,87,176
Roswell,EWalton,33,3,0,5,17,0,38,20,0,36,22,58
SandySprings,NFulton,7313,1229,311,2814,5997,178,10127,7226,489,8853,8989,17842
SandySprings,Roswell,7779,1289,236,5962,13371,264,13741,14660,500,9304,19597,28901
SandySprings,SandySprings,44794,7244,1356,74599,89690,1444,119393,96934,2800,53394,165733,219127
SandySprings,Buckhead,10622,1617,1010,7519,11917,530,18141,13534,1540,13249,19966,33215
SandySprings,NWAtlanta,1618,277,328,511,821,53,2129,1098,381,2223,1385,3608
SandySprings,NEAtlanta,4679,769,1378,1374,2185,373,6053,2954,1751,6826,3932,10758
SandySprings,SWAtlanta,1378,260,437,237,558,72,1615,818,509,2075,867,2942
SandySprings,CBDAtlanta,2579,463,1994,491,1079,375,3070,1542,2369,5036,1945,6981
SandySprings,SEAtlanta,990,266,407,196,406,75,1186,672,482,1663,677,2340
SandySprings,SFulton,423,66,47,84,110,6,507,176,53,536,200,736
SandySprings,Tri-Cities,795,197,280,86,188,24,881,385,304,1272,298,1570
SandySprings,Shannon,532,118,99,55,149,7,587,267,106,749,211,960
SandySprings,WCherokee,150,18,0,36,142,1,186,160,1,168,179,347
SandySprings,NCherokee,74,15,0,20,21,0,94,36,0,89,41,130
SandySprings,ECentCherokee,1231,189,2,287,751,11,1518,940,13,1422,1049,2471
SandySprings,Woodstock,1845,281,19,363,896,8,2208,1177,27,2145,1267,3412
SandySprings,Airport,257,70,143,14,19,4,271,89,147,470,37,507
SandySprings,NEClayton,533,159,72,68,84,14,601,243,86,764,166,930
SandySprings,Riverdale,386,122,94,40,160,9,426,282,103,602,209,811
SandySprings,SClayton,322,88,29,36,97,5,358,185,34,439,138,577
SandySprings,NWCobb,2666,437,34,472,921,20,3138,1358,54,3137,1413,4550
SandySprings,NECobb,7572,1345,79,5560,12042,70,13132,13387,149,8996,17672,26668
SandySprings,SWCobb,874,139,14,168,338,5,1042,477,19,1027,511,1538
SandySprings,Marietta,1779,284,23,761,1135,28,2540,1419,51,2086,1924,4010
SandySprings,Cumberland,8253,1308,132,5976,7984,125,14229,9292,257,9693,14085,23778
SandySprings,SCobb,1931,330,60,594,1246,16,2525,1576,76,2321,1856,4177
SandySprings,Chamblee,19004,3155,708,24823,34170,487,43827,37325,1195,22867,59480,82347
SandySprings,NWDeKalb,3032,499,235,1111,1952,103,4143,2451,338,3766,3166,6932
SandySprings,NEDeKalb,3791,677,218,1417,2521,68,5208,3198,286,4686,4006,8692
SandySprings,Atlanta-DeKalb,489,84,146,98,117,43,587,201,189,719,258,977
SandySprings,Decatur,483,74,103,118,99,28,601,173,131,660,245,905
SandySprings,SWDeKalb,1087,237,272,149,250,41,1236,487,313,1596,440,2036
SandySprings,SEDeKalb,1193,240,146,164,288,34,1357,528,180,1579,486,2065
SandySprings,SDeKalb,921,210,87,109,157,14,1030,367,101,1218,280,1498
SandySprings,WDouglas,300,59,9,45,146,3,345,205,12,368,194,562
SandySprings,EDouglas,507,86,22,90,173,4,597,259,26,615,267,882
SandySprings,WFayette,91,20,11,23,19,0,114,39,11,122,42,164
SandySprings,EFayette,130,32,8,26,36,0,156,68,8,170,62,232
SandySprings,NGwinnett,1557,243,25,271,370,20,1828,613,45,1825,661,2486
SandySprings,CentGwinnett,3188,521,59,712,1299,60,3900,1820,119,3768,2071,5839
SandySprings,EGwinnett,540,100,3,94,192,4,634,292,7,643,290,933
SandySprings,Norcross,5646,1067,118,3645,6709,112,9291,7776,230,6831,10466,17297
SandySprings,Lilburn,1052,181,18,303,647,24,1355,828,42,1251,974,2225
SandySprings,Snellville,802,130,8,157,267,19,959,397,27,940,443,1383
SandySprings,NHenry,286,76,32,48,101,8,334,177,40,394,157,551
SandySprings,EHenry,153,29,3,27,78,3,180,107,6,185,108,293
SandySprings,SHenry,210,53,8,25,91,2,235,144,10,271,118,389
SandySprings,SRockdale,203,39,7,28,37,4,231,76,11,249,69,318
SandySprings,NRockdale,241,44,14,40,36,10,281,80,24,299,86,385
SandySprings,NBarrow,149,23,0,28,55,0,177,78,0,172,83,255
SandySprings,SBarrow,108,17,0,27,52,0,135,69,0,125,79,204
SandySprings,NWBartow,58,12,0,10,12,0,68,24,0,70,22,92
SandySprings,NEBartow,58,7,0,27,66,0,85,73,0,65,93,158
SandySprings,SWBartow,102,12,0,29,85,0,131,97,0,114,114,228
SandySprings,Cartersville,341,68,4,53,121,0,394,189,4,413,174,587
SandySprings,NECarroll,55,12,1,7,14,0,62,26,1,68,21,89
SandySprings,WCarroll,0,1,0,2,0,0,2,1,0,1,2,3
SandySprings,CentralCarroll,28,6,1,1,15,0,29,21,1,35,16,51
SandySprings,SECarroll,6,1,0,1,17,0,7,18,0,7,18,25
SandySprings,WCoweta,17,5,2,4,4,0,21,9,2,24,8,32
SandySprings,NCoweta,131,24,12,23,47,10,154,71,22,167,80,247
SandySprings,SCoweta,9,1,0,1,1,0,10,2,0,10,2,12
SandySprings,SECoweta,14,3,0,6,13,0,20,16,0,17,19,36
SandySprings,NForsyth,559,77,1,108,225,2,667,302,3,637,335,972
SandySprings,Cumming,1419,259,19,308,730,20,1727,989,39,1697,1058,2755
SandySprings,SForsyth,1244,216,22,322,769,20,1566,985,42,1482,1111,2593
SandySprings,NHall,42,8,0,13,26,0,55,34,0,50,39,89
SandySprings,Gainesville,123,23,0,39,78,0,162,101,0,146,117,263
SandySprings,SHall,260,45,0,48,70,0,308,115,0,305,118,423
SandySprings,WNewton,222,47,13,30,42,1,252,89,14,282,73,355
SandySprings,ENewton,12,0,0,11,15,0,23,15,0,12,26,38
SandySprings,NPaulding,242,49,0,29,44,0,271,93,0,291,73,364
SandySprings,WPaulding,43,7,0,16,20,0,59,27,0,50,36,86
SandySprings,EPaulding,601,106,5,98,228,7,699,334,12,712,333,1045
SandySprings,NSpalding,25,6,1,7,11,0,32,17,1,32,18,50
SandySprings,SSpalding,14,3,0,4,6,0,18,9,0,17,10,27
SandySprings,WWalton,139,27,0,34,64,0,173,91,0,166,98,264
SandySprings,EWalton,56,9,0,20,56,0,76,65,0,65,76,141
Buckhead,NFulton,2508,402,312,361,990,57,2869,1392,369,3222,1408,4630
Buckhead,Roswell,2270,360,272,442,1331,67,2712,1691,339,2902,1840,4742
Buckhead,SandySprings,10778,1621,1034,7553,12183,470,18331,13804,1504,13433,20206,33639
Buckhead,Buckhead,39730,5521,2111,67486,58558,2159,107216,64079,4270,47362,128203,175565
Buckhead,NWAtlanta,4675,766,474,5883,7214,303,10558,7980,777,5915,13400,19315
Buckhead,NEAtlanta,12831,1861,1488,14972,13833,1077,27803,15694,2565,16180,29882,46062
Buckhead,SWAtlanta,2591,483,819,1090,1948,374,3681,2431,1193,3893,3412,7305
Buckhead,CBDAtlanta,5845,918,2405,3132,3472,1091,8977,4390,3496,9168,7695,16863
Buckhead,SEAtlanta,1984,503,607,841,1691,323,2825,2194,930,3094,2855,5949
Buckhead,SFulton,656,125,60,175,425,11,831,550,71,841,611,1452
Buckhead,Tri-Cities,1716,382,559,237,756,114,1953,1138,673,2657,1107,3764
Buckhead,Shannon,971,240,202,118,350,31,1089,590,233,1413,499,1912
Buckhead,WCherokee,130,15,0,26,63,0,156,78,0,145,89,234
Buckhead,NCherokee,36,10,0,14,39,0,50,49,0,46,53,99
Buckhead,ECentCherokee,682,99,3,113,385,2,795,484,5,784,500,1284
Buckhead,Woodstock,1200,213,18,159,369,4,1359,582,22,1431,532,1963
Buckhead,Airport,598,108,363,53,77,22,651,185,385,1069,152,1221
Buckhead,NEClayton,1064,225,96,163,476,29,1227,701,125,1385,668,2053
Buckhead,Riverdale,777,190,147,97,304,13,874,494,160,1114,414,1528
Buckhead,SClayton,563,165,50,82,287,2,645,452,52,778,371,1149
Buckhead,NWCobb,2312,421,38,404,814,29,2716,1235,67,2771,1247,4018
Buckhead,NECobb,2883,490,87,1122,2322,19,4005,2812,106,3460,3463,6923
Buckhead,SWCobb,806,154,18,195,567,7,1001,721,25,978,769,1747
Buckhead,Marietta,1582,289,64,555,998,82,2137,1287,146,1935,1635,3570
Buckhead,Cumberland,8487,1294,254,7392,9033,206,15879,10327,460,10035,16631,26666
Buckhead,SCobb,2670,445,121,1092,2808,121,3762,3253,242,3236,4021,7257
Buckhead,Chamblee,11715,1849,1131,11142,18907,923,22857,20756,2054,14695,30972,45667
Buckhead,NWDeKalb,6182,1049,288,6178,7846,256,12360,8895,544,7519,14280,21799
Buckhead,NEDeKalb,4079,721,366,1608,3135,172,5687,3856,538,5166,4915,10081
Buckhead,Atlanta-DeKalb,971,157,181,619,878,80,1590,1035,261,1309,1577,2886
Buckhead,Decatur,808,122,152,392,603,65,1200,725,217,1082,1060,2142
Buckhead,SWDeKalb,1851,359,434,486,1283,186,2337,1642,620,2644,1955,4599
Buckhead,SEDeKalb,1699,318,333,260,698,74,1959,1016,407,2350,1032,3382
Buckhead,SDeKalb,1560,339,163,286,845,43,1846,1184,206,2062,1174,3236
Buckhead,WDouglas,425,68,18,106,251,2,531,319,20,511,359,870
Buckhead,EDouglas,748,131,53,218,538,10,966,669,63,932,766,1698
Buckhead,WFayette,214,36,11,47,63,0,261,99,11,261,110,371
Buckhead,EFayette,280,70,32,39,83,6,319,153,38,382,128,510
Buckhead,NGwinnett,1074,172,32,135,477,11,1209,649,43,1278,623,1901
Buckhead,CentGwinnett,2273,450,111,386,998,37,2659,1448,148,2834,1421,4255
Buckhead,EGwinnett,423,83,3,68,148,2,491,231,5,509,218,727
Buckhead,Norcross,3314,656,203,869,1922,124,4183,2578,327,4173,2915,7088
Buckhead,Lilburn,968,142,47,222,586,12,1190,728,59,1157,820,1977
Buckhead,Snellville,772,138,26,138,411,9,910,549,35,936,558,1494
Buckhead,NHenry,533,125,41,66,240,6,599,365,47,699,312,1011
Buckhead,EHenry,191,60,10,35,131,0,226,191,10,261,166,427
Buckhead,SHenry,403,92,22,60,253,0,463,345,22,517,313,830
Buckhead,SRockdale,275,57,17,38,94,5,313,151,22,349,137,486
Buckhead,NRockdale,281,53,21,36,107,1,317,160,22,355,144,499
Buckhead,NBarrow,90,26,1,22,65,0,112,91,1,117,87,204
Buckhead,SBarrow,72,17,0,17,28,1,89,45,1,89,46,135
Buckhead,NWBartow,45,3,0,19,21,0,64,24,0,48,40,88
Buckhead,NEBartow,49,10,0,20,43,0,69,53,0,59,63,122
Buckhead,SWBartow,110,15,0,36,116,0,146,131,0,125,152,277
Buckhead,Cartersville,277,54,2,75,116,0,352,170,2,333,191,524
Buckhead,NECarroll,83,16,1,24,87,0,107,103,1,100,111,211
Buckhead,WCarroll,6,0,0,6,27,0,12,27,0,6,33,39
Buckhead,CentralCarroll,56,5,0,17,37,0,73,42,0,61,54,115
Buckhead,SECarroll,18,0,0,6,32,0,24,32,0,18,38,56
Buckhead,WCoweta,33,11,2,14,18,0,47,29,2,46,32,78
Buckhead,NCoweta,284,59,15,47,134,7,331,193,22,358,188,546
Buckhead,SCoweta,21,3,1,7,26,0,28,29,1,25,33,58
Buckhead,SECoweta,27,9,2,9,35,0,36,44,2,38,44,82
Buckhead,NForsyth,156,22,0,50,204,1,206,226,1,178,255,433
Buckhead,Cumming,544,86,15,132,357,12,676,443,27,645,501,1146
Buckhead,SForsyth,398,62,29,72,221,15,470,283,44,489,308,797
Buckhead,NHall,17,3,0,11,24,0,28,27,0,20,35,55
Buckhead,Gainesville,45,11,0,23,30,0,68,41,0,56,53,109
Buckhead,SHall,152,32,4,37,94,0,189,126,4,188,131,319
Buckhead,WNewton,294,76,11,54,108,0,348,184,11,381,162,543
Buckhead,ENewton,23,2,0,6,25,0,29,27,0,25,31,56
Buckhead,NPaulding,174,34,0,35,108,0,209,142,0,208,143,351
Buckhead,WPaulding,61,6,0,16,64,0,77,70,0,67,80,147
Buckhead,EPaulding,550,99,7,98,244,2,648,343,9,656,344,1000
Buckhead,NSpalding,63,13,2,12,32,0,75,45,2,78,44,122
Buckhead,SSpalding,27,12,0,12,21,0,39,33,0,39,33,72
Buckhead,WWalton,139,19,0,40,94,1,179,113,1,158,135,293
Buckhead,EWalton,45,10,0,22,45,1,67,55,1,55,68,123
NWAtlanta,NFulton,407,86,49,53,124,9,460,210,58,542,186,728
NWAtlanta,Roswell,309,77,24,39,180,4,348,257,28,410,223,633
NWAtlanta,SandySprings,1695,309,338,517,728,50,2212,1037,388,2342,1295,3637
NWAtlanta,Buckhead,4570,848,479,5865,7132,287,10435,7980,766,5897,13284,19181
NWAtlanta,NWAtlanta,8360,1869,364,15547,23665,823,23907,25534,1187,10593,40035,50628
NWAtlanta,NEAtlanta,5942,1161,714,8878,11448,944,14820,12609,1658,7817,21270,29087
NWAtlanta,SWAtlanta,3484,807,266,5366,10610,648,8850,11417,914,4557,16624,21181
NWAtlanta,CBDAtlanta,4614,809,1495,5457,7371,1681,10071,8180,3176,6918,14509,21427
NWAtlanta,SEAtlanta,1394,333,159,1382,2565,176,2776,2898,335,1886,4123,6009
NWAtlanta,SFulton,817,137,22,442,742,17,1259,879,39,976,1201,2177
NWAtlanta,Tri-Cities,1352,270,185,644,1358,138,1996,1628,323,1807,2140,3947
NWAtlanta,Shannon,742,142,47,165,363,32,907,505,79,931,560,1491
NWAtlanta,WCherokee,51,6,0,7,60,0,58,66,0,57,67,124
NWAtlanta,NCherokee,9,2,0,4,8,0,13,10,0,11,12,23
NWAtlanta,ECentCherokee,267,50,1,46,84,0,313,134,1,318,130,448
NWAtlanta,Woodstock,414,70,1,47,109,0,461,179,1,485,156,641
NWAtlanta,Airport,522,112,313,88,159,30,610,271,343,947,277,1224
NWAtlanta,NEClayton,670,161,26,180,429,11,850,590,37,857,620,1477
NWAtlanta,Riverdale,485,98,21,102,215,7,587,313,28,604,324,928
NWAtlanta,SClayton,306,82,12,56,128,6,362,210,18,400,190,590
NWAtlanta,NWCobb,890,180,13,136,311,16,1026,491,29,1083,463,1546
NWAtlanta,NECobb,845,156,6,243,547,2,1088,703,8,1007,792,1799
NWAtlanta,SWCobb,730,147,1,177,461,4,907,608,5,878,642,1520
NWAtlanta,Marietta,695,150,19,292,587,21,987,737,40,864,900,1764
NWAtlanta,Cumberland,4283,836,155,4130,5933,102,8413,6769,257,5274,10165,15439
NWAtlanta,SCobb,2853,554,56,2435,5509,65,5288,6063,121,3463,8009,11472
NWAtlanta,Chamblee,1719,350,323,515,902,121,2234,1252,444,2392,1538,3930
NWAtlanta,NWDeKalb,1382,256,163,835,1310,72,2217,1566,235,1801,2217,4018
NWAtlanta,NEDeKalb,1014,219,120,245,361,53,1259,580,173,1353,659,2012
NWAtlanta,Atlanta-DeKalb,425,92,56,315,721,46,740,813,102,573,1082,1655
NWAtlanta,Decatur,299,51,82,122,147,108,421,198,190,432,377,809
NWAtlanta,SWDeKalb,792,182,123,300,606,65,1092,788,188,1097,971,2068
NWAtlanta,SEDeKalb,585,121,77,61,160,19,646,281,96,783,240,1023
NWAtlanta,SDeKalb,710,144,30,222,539,19,932,683,49,884,780,1664
NWAtlanta,WDouglas,554,94,3,96,257,3,650,351,6,651,356,1007
NWAtlanta,EDouglas,1116,186,16,406,918,13,1522,1104,29,1318,1337,2655
NWAtlanta,WFayette,198,26,1,32,44,0,230,70,1,225,76,301
NWAtlanta,EFayette,182,25,3,40,64,2,222,89,5,210,106,316
NWAtlanta,NGwinnett,271,54,0,36,69,4,307,123,4,325,109,434
NWAtlanta,CentGwinnett,537,110,14,66,287,12,603,397,26,661,365,1026
NWAtlanta,EGwinnett,136,29,1,19,66,2,155,95,3,166,87,253
NWAtlanta,Norcross,640,166,41,125,306,18,765,472,59,847,449,1296
NWAtlanta,Lilburn,245,52,4,39,141,5,284,193,9,301,185,486
NWAtlanta,Snellville,250,27,5,32,61,3,282,88,8,282,96,378
NWAtlanta,NHenry,329,66,4,51,114,1,380,180,5,399,166,565
NWAtlanta,EHenry,163,24,0,23,61,0,186,85,0,187,84,271
NWAtlanta,SHenry,315,54,3,41,67,0,356,121,3,372,108,480
NWAtlanta,SRockdale,137,32,3,22,96,2,159,128,5,172,120,292
