ZONE,PER,QUANTITY
10,PER31,336
10,PER32,287
10,PER33,262
10,PER34,202
10,PER35,169
10,PER36,127
10,PER37,88
10,PER38,73
10,PER39,50
10,PER40,41
10,PER41,29
10,PER42,30
10,PER43,23
10,PER44,15
10,PER45,7
10,PER46,8
10,PER47,6
10,PER48,3
11,PER01,NULL
11,PER02,NULL
11,PER03,NULL
11,PER04,1
11,PER05,7
11,PER06,8
11,PER07,13
11,PER08,19
11,PER09,29
11,PER10,44
11,PER11,50
11,PER12,58
11,PER13,65
11,PER14,66
11,PER15,74
11,PER16,79
11,PER17,85
11,PER18,97
11,PER19,106
11,PER20,107
11,PER21,100
11,PER22,81
11,PER23,73
11,PER24,72
11,PER25,73
11,PER26,69
11,PER27,64
11,PER28,59
11,PER29,58
11,PER30,58
11,PER31,66
11,PER32,83
11,PER33,74
11,PER34,75
11,PER35,57
11,PER36,53
11,PER37,37
11,PER38,25
11,PER39,21
11,PER40,12
11,PER41,10
11,PER42,6
11,PER43,7
11,PER44,1
11,PER45,NULL
11,PER46,NULL
11,PER47,1
11,PER48,NULL
12,PER01,NULL
12,PER02,1
12,PER03,1
12,PER04,2
12,PER05,5
12,PER06,5
12,PER07,5
12,PER08,6
12,PER09,8
12,PER10,14
12,PER11,17
12,PER12,17
12,PER13,17
12,PER14,29
12,PER15,29
12,PER16,30
12,PER17,32
12,PER18,42
12,PER19,59
12,PER20,68
12,PER21,55
12,PER22,48
12,PER23,45
12,PER24,36
12,PER25,37
12,PER26,37
12,PER27,29
12,PER28,30
12,PER29,28
12,PER30,27
12,PER31,27
12,PER32,20
12,PER33,17
12,PER34,17
12,PER35,13
12,PER36,13
12,PER37,7
12,PER38,2
12,PER39,2
12,PER40,1
12,PER41,NULL
12,PER42,NULL
12,PER43,NULL
12,PER44,NULL
12,PER45,NULL
12,PER46,NULL
12,PER47,NULL
12,PER48,NULL
13,PER01,2
13,PER02,5
13,PER03,9
13,PER04,16
13,PER05,26
13,PER06,41
13,PER07,58
13,PER08,90
13,PER09,182
13,PER10,323
13,PER11,382
13,PER12,383
13,PER13,382
13,PER14,388
13,PER15,400
13,PER16,391
13,PER17,412
13,PER18,441
13,PER19,456
13,PER20,476
13,PER21,469
13,PER22,440
13,PER23,436
13,PER24,419
13,PER25,393
13,PER26,403
13,PER27,391
13,PER28,333
13,PER29,302
13,PER30,301
13,PER31,291
13,PER32,271
13,PER33,245
13,PER34,226
13,PER35,196
13,PER36,159
13,PER37,126
13,PER38,92
13,PER39,67
13,PER40,54
13,PER41,44
13,PER42,37
13,PER43,24
13,PER44,17
13,PER45,8
13,PER46,7
13,PER47,5
13,PER48,4
14,PER01,2
14,PER02,7
14,PER03,12
14,PER04,33
14,PER05,56
14,PER06,91
14,PER07,137
14,PER08,224
14,PER09,326
14,PER10,406
14,PER11,505
14,PER12,564
14,PER13,646
14,PER14,677
14,PER15,734
14,PER16,793
14,PER17,814
14,PER18,892
14,PER19,921
14,PER20,940
14,PER21,933
14,PER22,879
14,PER23,867
14,PER24,860
14,PER25,820
14,PER26,791
14,PER27,756
14,PER28,700
14,PER29,657
14,PER30,634
14,PER31,596
14,PER32,551
14,PER33,508
14,PER34,454
14,PER35,375
14,PER36,276
14,PER37,200
14,PER38,140
14,PER39,104
14,PER40,88
14,PER41,75
14,PER42,38
14,PER43,17
14,PER44,17
14,PER45,17
14,PER46,11
14,PER47,7
14,PER48,6
15,PER01,NULL
15,PER02,NULL
15,PER03,2
15,PER04,4
15,PER05,5
15,PER06,8
15,PER07,12
15,PER08,40
15,PER09,71
15,PER10,114
15,PER11,122
15,PER12,122
15,PER13,120
15,PER14,123
15,PER15,126
15,PER16,136
15,PER17,144
15,PER18,165
15,PER19,176
15,PER20,172
15,PER21,167
15,PER22,158
15,PER23,151
15,PER24,152
15,PER25,138
15,PER26,120
15,PER27,109
15,PER28,89
15,PER29,75
15,PER30,64
15,PER31,59
15,PER32,48
15,PER33,43
15,PER34,31
15,PER35,26
15,PER36,25
15,PER37,14
15,PER38,14
15,PER39,11
15,PER40,6
15,PER41,6
15,PER42,3
15,PER43,4
15,PER44,3
15,PER45,3
15,PER46,4
15,PER47,2
15,PER48,1
16,PER01,NULL
16,PER02,1
16,PER03,4
16,PER04,9
16,PER05,16
16,PER06,28
16,PER07,46
16,PER08,72
16,PER09,117
16,PER10,165
16,PER11,185
16,PER12,204
16,PER13,218
16,PER14,225
16,PER15,236
16,PER16,245
16,PER17,248
16,PER18,266
16,PER19,273
16,PER20,266
16,PER21,255
16,PER22,257
16,PER23,253
16,PER24,255
16,PER25,247
16,PER26,227
16,PER27,221
16,PER28,190
16,PER29,171
16,PER30,153
16,PER31,134
16,PER32,125
16,PER33,110
16,PER34,90
16,PER35,84
16,PER36,77
16,PER37,52
16,PER38,37
16,PER39,31
16,PER40,26
16,PER41,23
16,PER42,19
16,PER43,15
16,PER44,8
16,PER45,7
16,PER46,6
16,PER47,7
16,PER48,4
17,PER01,1
17,PER02,1
17,PER03,2
17,PER04,4
17,PER05,4
17,PER06,9
17,PER07,16
17,PER08,34
17,PER09,60
17,PER10,102
17,PER11,118
17,PER12,123
17,PER13,125
17,PER14,125
17,PER15,127
17,PER16,132
17,PER17,140
17,PER18,147
17,PER19,153
17,PER20,146
17,PER21,143
17,PER22,148
17,PER23,138
17,PER24,127
17,PER25,128
17,PER26,131
17,PER27,128
17,PER28,106
17,PER29,97
17,PER30,97
17,PER31,116
17,PER32,118
17,PER33,109
17,PER34,109
17,PER35,99
17,PER36,67
17,PER37,42
17,PER38,34
17,PER39,29
17,PER40,16
17,PER41,12
17,PER42,8
17,PER43,2
17,PER44,1
17,PER45,1
17,PER46,1
17,PER47,1
17,PER48,NULL
18,PER01,NULL
18,PER02,2
18,PER03,2
18,PER04,8
18,PER05,11
18,PER06,20
18,PER07,41
18,PER08,94
18,PER09,228
18,PER10,394
18,PER11,444
18,PER12,445
18,PER13,440
18,PER14,445
18,PER15,451
18,PER16,450
18,PER17,447
18,PER18,459
18,PER19,459
18,PER20,467
18,PER21,472
18,PER22,468
18,PER23,475
18,PER24,458
18,PER25,402
18,PER26,376
18,PER27,327
18,PER28,240
18,PER29,195
18,PER30,172
18,PER31,162
18,PER32,139
18,PER33,142
18,PER34,120
18,PER35,96
18,PER36,79
18,PER37,55
18,PER38,46
18,PER39,34
18,PER40,22
18,PER41,13
18,PER42,12
18,PER43,10
18,PER44,12
18,PER45,9
18,PER46,7
18,PER47,2
18,PER48,1
19,PER01,NULL
19,PER02,3
19,PER03,3
19,PER04,6
19,PER05,13
19,PER06,12
19,PER07,19
19,PER08,37
19,PER09,48
19,PER10,55
19,PER11,68
19,PER12,75
19,PER13,78
19,PER14,81
19,PER15,80
19,PER16,83
19,PER17,82
19,PER18,87
19,PER19,117
19,PER20,129
19,PER21,117
19,PER22,93
19,PER23,85
19,PER24,80
19,PER25,73
19,PER26,69
19,PER27,66
19,PER28,58
19,PER29,59
19,PER30,67
19,PER31,68
19,PER32,60
19,PER33,57
19,PER34,43
19,PER35,32
19,PER36,26
19,PER37,22
19,PER38,17
19,PER39,13
19,PER40,11
19,PER41,4
19,PER42,2
19,PER43,1
19,PER44,1
19,PER45,NULL
19,PER46,NULL
19,PER47,NULL
19,PER48,NULL
20,PER01,2
20,PER02,4
20,PER03,6
20,PER04,13
20,PER05,21
20,PER06,31
20,PER07,42
20,PER08,62
20,PER09,87
20,PER10,105
20,PER11,128
20,PER12,144
20,PER13,168
20,PER14,178
20,PER15,186
20,PER16,196
20,PER17,194
20,PER18,198
20,PER19,204
20,PER20,202
20,PER21,184
20,PER22,181
20,PER23,180
20,PER24,183
20,PER25,179
20,PER26,179
20,PER27,169
20,PER28,170
20,PER29,192
20,PER30,196
20,PER31,195
20,PER32,223
20,PER33,216
20,PER34,197
20,PER35,189
20,PER36,145
20,PER37,117
20,PER38,96
20,PER39,59
20,PER40,38
20,PER41,28
20,PER42,15
20,PER43,13
20,PER44,2
20,PER45,2
20,PER46,1
20,PER47,2
20,PER48,2
21,PER01,NULL
21,PER02,1
21,PER03,1
21,PER04,1
21,PER05,1
21,PER06,1
21,PER07,3
21,PER08,11
21,PER09,22
21,PER10,36
21,PER11,40
21,PER12,36
21,PER13,41
21,PER14,41
21,PER15,47
21,PER16,54
21,PER17,51
21,PER18,56
21,PER19,64
21,PER20,64
21,PER21,68
21,PER22,60
21,PER23,53
21,PER24,53
21,PER25,45
21,PER26,41
21,PER27,29
21,PER28,34
21,PER29,41
21,PER30,44
21,PER31,30
21,PER32,29
21,PER33,27
21,PER34,21
21,PER35,18
21,PER36,19
21,PER37,18
21,PER38,15
21,PER39,8
21,PER40,6
21,PER41,4
21,PER42,5
21,PER43,4
21,PER44,3
21,PER45,2
21,PER46,NULL
21,PER47,NULL
21,PER48,NULL
22,PER01,NULL
22,PER02,NULL
22,PER03,NULL
22,PER04,NULL
22,PER05,2
22,PER06,3
22,PER07,6
22,PER08,19
22,PER09,36
22,PER10,52
22,PER11,65
22,PER12,68
22,PER13,67
22,PER14,73
22,PER15,75
22,PER16,76
22,PER17,89
22,PER18,97
22,PER19,107
22,PER20,104
22,PER21,95
22,PER22,92
22,PER23,86
22,PER24,77
22,PER25,69
22,PER26,73
22,PER27,67
22,PER28,67
22,PER29,60
22,PER30,60
22,PER31,56
22,PER32,64
22,PER33,59
22,PER34,52
22,PER35,45
22,PER36,36
22,PER37,23
22,PER38,15
22,PER39,9
22,PER40,3
22,PER41,3
22,PER42,2
22,PER43,1
22,PER44,1
22,PER45,1
22,PER46,1
22,PER47,1
22,PER48,1
23,PER01,NULL
23,PER02,NULL
23,PER03,NULL
23,PER04,1
23,PER05,2
23,PER06,1
23,PER07,3
23,PER08,3
23,PER09,5
23,PER10,9
23,PER11,11
23,PER12,20
23,PER13,15
23,PER14,18
23,PER15,23
23,PER16,24
23,PER17,21
23,PER18,23
23,PER19,30
23,PER20,36
23,PER21,34
23,PER22,23
23,PER23,22
23,PER24,25
23,PER25,24
23,PER26,19
23,PER27,16
23,PER28,11
23,PER29,16
23,PER30,21
23,PER31,23
23,PER32,17
23,PER33,17
23,PER34,7
23,PER35,4
23,PER36,4
23,PER37,5
23,PER38,5
23,PER39,1
23,PER40,1
23,PER41,1
23,PER42,1
23,PER43,NULL
23,PER44,NULL
23,PER45,NULL
23,PER46,NULL
23,PER47,NULL
23,PER48,NULL
24,PER01,NULL
24,PER02,NULL
24,PER03,NULL
24,PER04,NULL
24,PER05,NULL
24,PER06,2
24,PER07,3
24,PER08,2
24,PER09,4
24,PER10,2
24,PER11,5
24,PER12,7
24,PER13,5
24,PER14,5
24,PER15,5
24,PER16,5
24,PER17,3
24,PER18,3
24,PER19,3
24,PER20,3
24,PER21,3
24,PER22,3
24,PER23,2
24,PER24,2
24,PER25,3
24,PER26,3
24,PER27,5
24,PER28,5
24,PER29,7
24,PER30,3
24,PER31,4
24,PER32,4
24,PER33,3
24,PER34,8
24,PER35,7
24,PER36,2
24,PER37,4
24,PER38,4
24,PER39,2
24,PER40,1
24,PER41,NULL
24,PER42,NULL
24,PER43,NULL
24,PER44,NULL
24,PER45,NULL
24,PER46,NULL
24,PER47,NULL
24,PER48,NULL
25,PER01,9
25,PER02,10
25,PER03,18
25,PER04,21
25,PER05,26
25,PER06,48
25,PER07,61
25,PER08,94
25,PER09,157
25,PER10,199
25,PER11,207
25,PER12,249
25,PER13,287
25,PER14,306
25,PER15,322
25,PER16,334
25,PER17,345
25,PER18,372
25,PER19,384
25,PER20,359
25,PER21,363
25,PER22,343
25,PER23,342
25,PER24,333
25,PER25,302
25,PER26,288
25,PER27,281
25,PER28,265
25,PER29,270
25,PER30,270
25,PER31,237
25,PER32,249
25,PER33,238
25,PER34,204
25,PER35,210
25,PER36,151
25,PER37,100
25,PER38,64
25,PER39,39
25,PER40,23
25,PER41,20
25,PER42,26
25,PER43,21
25,PER44,12
25,PER45,10
25,PER46,6
25,PER47,1
25,PER48,1
26,PER01,NULL
26,PER02,4
26,PER03,11
26,PER04,14
26,PER05,19
26,PER06,33
26,PER07,59
26,PER08,107
26,PER09,174
26,PER10,248
26,PER11,303
26,PER12,324
26,PER13,356
26,PER14,368
26,PER15,381
26,PER16,394
26,PER17,409
26,PER18,444
26,PER19,436
26,PER20,437
26,PER21,421
26,PER22,413
26,PER23,403
26,PER24,410
26,PER25,391
26,PER26,371
26,PER27,362
26,PER28,336
26,PER29,329
26,PER30,319
26,PER31,322
26,PER32,324
26,PER33,316
26,PER34,290
26,PER35,266
26,PER36,206
26,PER37,151
26,PER38,131
26,PER39,87
26,PER40,55
26,PER41,46
26,PER42,25
26,PER43,21
26,PER44,19
26,PER45,14
26,PER46,11
26,PER47,6
26,PER48,2
27,PER01,NULL
27,PER02,1
27,PER03,2
27,PER04,7
27,PER05,14
27,PER06,21
27,PER07,24
27,PER08,43
27,PER09,70
27,PER10,104
27,PER11,124
27,PER12,125
27,PER13,131
27,PER14,133
27,PER15,141
27,PER16,139
27,PER17,138
27,PER18,163
27,PER19,170
27,PER20,170
27,PER21,155
27,PER22,151
27,PER23,144
27,PER24,146
27,PER25,124
27,PER26,120
27,PER27,114
27,PER28,111
27,PER29,121
27,PER30,111
27,PER31,89
27,PER32,93
27,PER33,90
27,PER34,86
27,PER35,75
27,PER36,67
27,PER37,54
27,PER38,43
27,PER39,26
27,PER40,13
27,PER41,13
27,PER42,9
27,PER43,4
27,PER44,1
27,PER45,NULL
27,PER46,NULL
27,PER47,NULL
27,PER48,NULL
28,PER01,NULL
28,PER02,1
28,PER03,5
28,PER04,7
28,PER05,14
28,PER06,23
28,PER07,52
28,PER08,116
28,PER09,297
28,PER10,497
28,PER11,531
28,PER12,510
28,PER13,509
28,PER14,502
28,PER15,505
28,PER16,508
28,PER17,513
28,PER18,524
28,PER19,534
28,PER20,539
28,PER21,537
28,PER22,548
28,PER23,559
28,PER24,546
28,PER25,489
28,PER26,445
28,PER27,406
28,PER28,330
28,PER29,255
28,PER30,205
28,PER31,162
28,PER32,137
28,PER33,141
28,PER34,111
28,PER35,82
28,PER36,80
28,PER37,64
28,PER38,43
28,PER39,34
28,PER40,26
28,PER41,17
28,PER42,14
28,PER43,12
28,PER44,9
28,PER45,10
28,PER46,9
28,PER47,7
28,PER48,4
29,PER01,NULL
29,PER02,NULL
29,PER03,NULL
29,PER04,3
29,PER05,NULL
29,PER06,NULL
29,PER07,3
29,PER08,NULL
29,PER09,1
29,PER10,5
29,PER11,7
29,PER12,7
29,PER13,8
29,PER14,7
29,PER15,10
29,PER16,9
29,PER17,11
29,PER18,13
29,PER19,24
29,PER20,24
29,PER21,21
29,PER22,16
29,PER23,15
29,PER24,14
29,PER25,9
29,PER26,6
29,PER27,5
29,PER28,1
29,PER29,3
29,PER30,3
29,PER31,3
29,PER32,7
29,PER33,7
29,PER34,2
29,PER35,2
29,PER36,2
29,PER37,2
29,PER38,NULL
29,PER39,NULL
29,PER40,1
29,PER41,2
29,PER42,2
29,PER43,NULL
29,PER44,NULL
29,PER45,NULL
29,PER46,NULL
29,PER47,NULL
29,PER48,NULL
30,PER01,NULL
30,PER02,NULL
30,PER03,2
30,PER04,5
30,PER05,7
30,PER06,14
30,PER07,30
30,PER08,53
30,PER09,101
30,PER10,175
30,PER11,208
30,PER12,216
30,PER13,223
30,PER14,236
30,PER15,257
30,PER16,257
30,PER17,272
30,PER18,280
30,PER19,277
30,PER20,289
30,PER21,279
30,PER22,271
30,PER23,258
30,PER24,246
30,PER25,236
30,PER26,204
30,PER27,192
30,PER28,170
30,PER29,143
30,PER30,135
30,PER31,137
30,PER32,122
30,PER33,136
30,PER34,117
30,PER35,96
30,PER36,93
30,PER37,49
30,PER38,35
30,PER39,29
30,PER40,21
30,PER41,17
30,PER42,5
30,PER43,4
30,PER44,3
30,PER45,3
30,PER46,2
30,PER47,2
30,PER48,1
31,PER01,NULL
31,PER02,2
31,PER03,5
31,PER04,7
31,PER05,9
31,PER06,13
31,PER07,19
31,PER08,29
31,PER09,55
31,PER10,67
31,PER11,76
31,PER12,75
31,PER13,82
31,PER14,81
31,PER15,84
31,PER16,82
31,PER17,86
31,PER18,93
31,PER19,106
31,PER20,113
31,PER21,103
31,PER22,94
31,PER23,91
31,PER24,88
31,PER25,86
31,PER26,81
31,PER27,82
31,PER28,68
31,PER29,60
31,PER30,60
31,PER31,50
31,PER32,49
31,PER33,49
31,PER34,47
31,PER35,28
31,PER36,22
31,PER37,22
31,PER38,20
31,PER39,11
31,PER40,9
31,PER41,2
31,PER42,1
31,PER43,1
31,PER44,NULL
31,PER45,1
31,PER46,2
31,PER47,2
31,PER48,NULL
32,PER01,2
32,PER02,3
32,PER03,7
32,PER04,16
32,PER05,20
32,PER06,34
32,PER07,50
32,PER08,80
32,PER09,124
32,PER10,165
32,PER11,193
32,PER12,219
32,PER13,226
32,PER14,240
32,PER15,244
32,PER16,255
32,PER17,258
32,PER18,261
32,PER19,262
32,PER20,280
32,PER21,280
32,PER22,272
32,PER23,268
32,PER24,279
32,PER25,264
32,PER26,250
32,PER27,215
32,PER28,199
32,PER29,195
32,PER30,173
32,PER31,153
32,PER32,122
32,PER33,111
32,PER34,96
32,PER35,72
32,PER36,67
32,PER37,46
32,PER38,41
32,PER39,33
32,PER40,25
32,PER41,15
32,PER42,9
32,PER43,7
32,PER44,4
32,PER45,4
32,PER46,4
32,PER47,4
32,PER48,3
33,PER01,NULL
33,PER02,1
33,PER03,1
33,PER04,4
33,PER05,6
33,PER06,12
33,PER07,19
33,PER08,34
33,PER09,50
33,PER10,82
33,PER11,85
33,PER12,87
33,PER13,92
33,PER14,98
33,PER15,102
33,PER16,103
33,PER17,101
33,PER18,106
33,PER19,102
33,PER20,99
33,PER21,101
33,PER22,105
33,PER23,107
33,PER24,109
33,PER25,103
33,PER26,98
33,PER27,99
33,PER28,100
33,PER29,103
33,PER30,103
33,PER31,103
33,PER32,101
33,PER33,97
33,PER34,81
33,PER35,62
33,PER36,57
33,PER37,34
33,PER38,27
33,PER39,18
33,PER40,7
33,PER41,1
33,PER42,3
33,PER43,4
33,PER44,4
33,PER45,5
33,PER46,5
33,PER47,NULL
33,PER48,NULL
34,PER01,NULL
34,PER02,NULL
34,PER03,NULL
34,PER04,1
34,PER05,4
34,PER06,15
34,PER07,15
34,PER08,26
34,PER09,55
34,PER10,70
34,PER11,89
34,PER12,98
34,PER13,102
34,PER14,110
34,PER15,112
34,PER16,119
34,PER17,127
34,PER18,130
34,PER19,151
34,PER20,157
34,PER21,145
34,PER22,127
34,PER23,128
34,PER24,126
34,PER25,116
34,PER26,107
34,PER27,109
34,PER28,102
34,PER29,93
34,PER30,86
34,PER31,80
34,PER32,83
34,PER33,81
34,PER34,86
34,PER35,68
34,PER36,57
34,PER37,40
34,PER38,29
34,PER39,22
34,PER40,10
34,PER41,9
34,PER42,5
34,PER43,2
34,PER44,1
34,PER45,1
34,PER46,1
34,PER47,1
34,PER48,NULL
35,PER01,NULL
35,PER02,2
35,PER03,6
35,PER04,5
35,PER05,11
35,PER06,16
35,PER07,27
35,PER08,41
35,PER09,51
35,PER10,77
35,PER11,97
35,PER12,101
35,PER13,104
35,PER14,100
35,PER15,105
35,PER16,102
35,PER17,113
35,PER18,114
35,PER19,127
35,PER20,121
35,PER21,123
35,PER22,114
35,PER23,116
35,PER24,112
35,PER25,108
35,PER26,108
35,PER27,105
35,PER28,103
35,PER29,91
35,PER30,88
35,PER31,88
35,PER32,93
35,PER33,95
35,PER34,90
35,PER35,81
35,PER36,65
35,PER37,46
35,PER38,47
35,PER39,32
35,PER40,23
35,PER41,18
35,PER42,8
35,PER43,4
35,PER44,4
35,PER45,2
35,PER46,2
35,PER47,NULL
35,PER48,NULL
36,PER01,NULL
36,PER02,NULL
36,PER03,NULL
36,PER04,NULL
36,PER05,2
36,PER06,7
36,PER07,15
36,PER08,26
36,PER09,50
36,PER10,71
36,PER11,76
36,PER12,77
36,PER13,87
36,PER14,81
36,PER15,97
36,PER16,100
36,PER17,98
36,PER18,107
36,PER19,110
36,PER20,117
36,PER21,116
36,PER22,105
36,PER23,114
36,PER24,106
36,PER25,108
36,PER26,88
36,PER27,75
36,PER28,68
36,PER29,69
36,PER30,73
36,PER31,67
36,PER32,64
36,PER33,59
36,PER34,48
36,PER35,37
